,tenure,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_Two year,PaymentMethod_Electronic check
3033,68,110.8,7553.6,1,0,0,1,0
5205,37,91.2,3382.3,1,0,1,0,0
1527,72,21.0,1493.75,0,1,0,1,0
6526,49,100.6,5069.65,1,0,0,0,0
6802,20,89.1,1879.25,1,0,1,0,0
6290,71,93.7,6585.35,1,0,0,1,0
5165,1,69.65,69.65,1,0,1,0,1
2110,3,20.2,65.95,0,1,1,0,1
2521,36,85.25,3132.75,1,0,1,0,0
66,47,78.9,3650.35,1,0,0,0,1
2814,62,48.7,3008.55,0,0,0,1,0
1087,32,87.65,2766.4,1,0,1,0,0
4860,13,40.55,590.35,0,0,0,1,0
2311,48,104.5,5068.05,1,0,1,0,1
2262,2,80.2,146.05,1,0,1,0,1
2526,1,19.4,19.4,0,1,1,0,0
5265,66,88.9,6000.1,1,0,0,0,0
6264,44,100.1,4378.35,1,0,0,1,0
5776,72,82.3,5980.55,0,0,0,1,0
6624,64,60.05,3845.45,0,0,0,1,0
6041,5,19.95,109.6,0,1,1,0,0
5093,49,66.15,3199.0,0,0,0,1,0
3675,1,20.5,20.5,0,1,1,0,0
446,1,69.55,69.55,1,0,1,0,0
5368,3,70.3,235.5,1,0,1,0,1
1319,1,19.45,19.45,0,1,1,0,0
1230,47,87.2,4017.45,1,0,1,0,1
5969,31,87.6,2724.25,1,0,1,0,1
2288,5,85.3,420.45,1,0,1,0,0
2969,65,109.3,7337.55,1,0,0,1,1
1439,5,75.55,349.65,1,0,1,0,0
5722,27,104.3,2867.75,1,0,1,0,0
3969,1,69.95,69.95,1,0,1,0,0
3481,4,50.7,214.55,0,0,1,0,1
1926,49,99.8,4872.45,1,0,1,0,1
396,33,109.9,3694.7,1,0,1,0,0
4107,72,94.45,6921.7,1,0,0,1,0
6104,4,23.9,97.5,0,1,0,0,1
4407,8,20.35,178.7,0,1,1,0,0
6446,58,89.85,5125.75,1,0,0,0,0
3097,2,20.4,42.9,0,1,1,0,0
4554,20,108.2,2203.7,1,0,1,0,0
1513,1,25.8,25.8,0,0,1,0,0
3215,41,80.25,3439.0,1,0,1,0,1
5548,70,24.25,1724.15,0,1,0,1,0
6052,41,78.45,3126.45,0,0,0,1,1
6120,6,59.45,357.6,0,0,1,0,1
2803,43,19.65,779.25,0,1,0,1,0
6984,31,25.0,789.2,0,0,1,0,0
4846,7,69.15,488.65,1,0,1,0,0
3508,70,113.65,7939.25,1,0,0,1,0
3283,69,20.35,1442.65,0,1,0,0,0
4088,7,73.6,520.0,1,0,1,0,1
3899,52,109.1,5647.95,1,0,1,0,1
2840,23,84.4,1936.85,1,0,1,0,0
1547,63,107.5,6873.75,1,0,0,0,1
3327,66,95.3,6273.4,1,0,0,0,1
492,2,74.4,139.4,1,0,1,0,1
4834,67,24.65,1620.45,0,1,0,1,0
4130,10,36.25,374.0,0,0,1,0,1
409,1,19.6,19.6,0,1,1,0,0
3409,70,113.65,7714.65,1,0,0,1,1
3938,2,50.95,123.05,0,0,1,0,0
2226,23,34.6,813.45,0,0,0,1,0
6196,69,110.05,7430.75,1,0,0,1,0
2867,24,20.45,527.35,0,1,0,0,0
2126,1,44.45,44.45,0,0,1,0,0
312,43,115.05,4895.1,1,0,0,1,0
4152,65,76.15,4929.55,0,0,0,1,0
3959,59,61.35,3645.5,0,0,0,0,0
2021,62,108.15,6825.65,1,0,0,1,0
6716,3,74.1,228.0,1,0,1,0,0
6891,4,29.05,129.6,0,0,1,0,1
2918,8,43.35,371.4,0,0,1,0,0
4617,2,20.7,39.85,0,1,1,0,0
1660,47,25.4,1139.2,0,1,1,0,1
6671,59,100.05,6034.85,1,0,0,1,0
2015,28,49.9,1410.25,0,0,1,0,0
725,9,21.25,204.55,0,1,1,0,0
1265,56,94.8,5264.3,1,0,0,0,0
3599,45,81.3,3541.1,0,0,1,0,0
3669,44,111.5,4915.15,1,0,1,0,1
3910,47,106.4,5127.95,1,0,1,0,1
1358,10,70.15,735.5,1,0,1,0,0
4609,25,55.1,1466.1,0,0,0,0,0
2821,1,74.4,74.4,1,0,1,0,1
3312,1,20.3,20.3,0,1,1,0,0
5359,10,29.65,291.4,0,0,1,0,1
5863,21,97.35,2119.5,1,0,1,0,1
5986,11,79.15,827.7,1,0,1,0,0
6421,21,71.05,1524.85,0,0,0,1,0
2357,67,75.1,5064.45,0,0,0,0,0
3360,13,83.2,1060.6,1,0,1,0,1
6242,72,107.45,7658.3,1,0,0,1,0
4459,1,100.25,100.25,1,0,1,0,0
721,61,20.55,1305.95,0,1,0,1,0
6285,26,54.55,1362.85,0,0,0,0,0
487,72,88.6,6201.95,0,0,0,1,0
2485,14,80.45,1072.0,1,0,1,0,1
2825,15,26.35,378.6,0,1,1,0,1
5801,34,75.55,2425.4,1,0,1,0,1
5988,12,21.05,262.05,0,1,0,1,0
179,61,20.55,1252.0,0,1,0,0,0
139,1,70.45,70.45,1,0,1,0,0
4416,17,75.4,1322.55,0,0,1,0,0
3623,37,72.25,2575.45,1,0,1,0,0
3381,41,79.85,3320.75,0,0,0,0,0
2800,20,20.35,442.6,0,1,1,0,0
6257,1,73.0,73.0,1,0,1,0,1
1941,3,54.65,189.1,0,0,1,0,0
6162,60,49.45,2907.55,0,0,0,1,0
5108,23,49.7,1081.25,0,0,1,0,0
4007,55,25.7,1443.65,0,1,0,1,0
1931,53,111.8,5809.75,1,0,0,0,0
4232,1,69.95,69.95,1,0,1,0,0
4508,22,19.9,400.3,0,1,1,0,0
6407,15,56.15,931.9,0,0,0,0,0
751,70,80.15,5600.15,0,0,0,1,0
2845,11,94.2,999.9,1,0,1,0,1
1596,2,70.35,120.25,1,0,1,0,1
5159,9,76.25,684.85,1,0,1,0,1
890,31,89.3,2823.0,1,0,1,0,1
3976,4,24.45,86.6,0,0,1,0,1
1485,22,96.7,2082.95,1,0,1,0,1
1203,60,25.0,1505.05,0,1,0,1,0
848,72,92.0,6782.15,0,0,0,1,0
3058,17,55.85,937.5,0,0,0,0,0
4527,39,80.45,3201.55,1,0,0,1,1
4206,72,116.8,8456.75,1,0,0,1,0
5971,66,20.0,1374.2,0,1,0,1,0
1781,60,104.35,6339.45,1,0,0,0,1
6314,6,73.85,401.3,1,0,1,0,0
1540,63,80.3,4896.35,1,0,1,0,0
4721,1,20.25,20.25,0,1,1,0,0
767,14,20.4,275.7,0,1,0,0,0
6490,26,19.4,525.55,0,1,0,0,0
4769,35,19.9,666.0,0,1,0,0,1
4146,35,75.2,2576.2,1,0,1,0,1
6272,54,61.0,3283.05,0,0,0,0,1
2843,52,19.85,1070.5,0,1,0,1,0
4497,60,97.95,5867.0,1,0,0,0,1
3769,40,26.2,1077.5,0,1,1,0,1
3645,9,19.05,157.65,0,1,1,0,0
290,24,76.1,1712.7,1,0,1,0,1
3239,16,49.45,799.0,0,0,1,0,0
6537,70,115.65,7968.85,1,0,0,0,0
3672,54,70.15,3715.65,0,0,0,0,0
1791,44,61.5,2722.2,0,0,0,0,0
659,37,20.35,697.65,0,1,1,0,0
157,22,20.15,419.9,0,1,0,0,0
3510,8,75.25,576.7,1,0,1,0,1
2013,31,20.1,589.25,0,1,0,0,0
6786,11,48.55,501.0,0,0,1,0,0
6632,34,62.65,2274.9,0,0,1,0,1
5782,1,69.65,69.65,1,0,1,0,1
2002,54,45.2,2460.55,0,0,0,1,0
6920,27,19.7,509.3,0,1,0,1,0
2945,9,75.6,661.55,1,0,1,0,1
4981,14,50.75,712.75,0,0,1,0,1
1813,1,75.5,75.5,0,0,1,0,1
60,47,100.5,4707.1,1,0,1,0,1
1859,52,85.35,4338.6,1,0,1,0,1
3463,37,91.15,3369.25,1,0,1,0,1
3789,9,19.85,178.8,0,1,1,0,0
3954,17,94.8,1563.9,1,0,1,0,1
5346,66,74.6,4798.4,0,0,0,1,0
4611,72,24.15,1776.45,0,1,0,1,0
1876,47,95.2,4563.0,1,0,0,0,0
1860,71,19.45,1378.45,0,1,0,1,0
3008,11,20.0,211.95,0,1,0,0,0
4950,4,91.65,365.4,1,0,1,0,1
3558,28,92.2,2568.15,1,0,0,0,0
6076,65,61.35,3874.1,0,0,0,0,0
2869,6,91.1,455.3,1,0,1,0,1
6283,3,99.0,287.4,1,0,1,0,0
6496,40,101.85,4086.3,1,0,1,0,1
885,1,20.05,20.05,0,1,1,0,0
3245,23,83.8,1900.25,1,0,1,0,1
4728,46,38.25,1755.35,0,0,0,1,0
4649,72,108.95,7875.0,1,0,0,1,0
1302,45,81.0,3533.6,0,0,0,1,0
6866,1,95.45,95.45,1,0,1,0,1
677,2,34.7,62.25,0,0,1,0,1
3102,5,54.2,308.25,0,0,1,0,1
4772,69,59.1,4134.7,0,0,0,0,0
6340,23,96.9,2085.45,1,0,1,0,0
1181,21,60.05,1236.15,0,0,1,0,0
158,16,64.25,1024.0,0,0,0,1,0
3680,9,40.65,328.95,0,0,1,0,0
3793,9,20.25,186.15,0,1,1,0,0
421,7,69.85,515.45,1,0,1,0,0
1686,26,60.05,1616.15,0,0,1,0,1
843,13,30.85,394.1,0,0,1,0,0
6951,49,19.9,1022.6,0,1,0,1,0
2113,45,95.0,4368.85,1,0,0,0,0
5149,62,19.2,1123.65,0,1,0,1,0
3840,64,25.65,1740.8,0,1,0,1,0
3034,1,84.5,84.5,1,0,1,0,1
5636,14,46.35,667.7,0,0,1,0,1
4561,8,55.75,446.8,0,0,1,0,1
3400,18,84.3,1537.9,1,0,1,0,0
332,46,94.9,4422.95,1,0,0,0,0
26,47,99.35,4749.15,1,0,1,0,1
719,68,80.35,5589.3,1,0,1,0,0
755,20,98.55,1842.8,1,0,1,0,1
2855,42,19.35,867.3,0,1,0,1,0
6159,2,20.5,38.25,0,1,0,0,0
2788,71,85.45,6028.95,1,0,0,0,0
2648,35,59.6,2094.9,0,0,1,0,1
2963,34,25.6,917.15,0,1,0,0,0
6814,57,94.0,5438.95,1,0,1,0,0
4822,72,104.9,7559.55,1,0,0,1,0
31,2,95.5,181.65,1,0,1,0,0
3830,4,100.2,420.2,1,0,1,0,1
6745,54,100.1,5440.9,1,0,1,0,1
2514,25,89.7,2187.55,1,0,1,0,1
5703,72,25.4,1809.35,0,1,0,1,0
273,20,107.05,2172.05,1,0,1,0,1
1471,31,88.65,2683.2,1,0,1,0,0
4930,1,44.55,44.55,0,0,1,0,0
3370,53,48.7,2495.2,0,0,1,0,0
5745,61,24.2,1445.2,0,1,0,1,0
1300,72,110.6,7962.2,1,0,0,1,0
3701,27,24.5,761.95,0,1,0,1,1
5253,35,73.0,2471.25,0,0,0,0,1
5187,41,104.4,4133.95,1,0,1,0,1
3847,10,20.0,198.6,0,1,1,0,0
1702,21,104.4,2200.25,1,0,1,0,0
811,70,104.0,7250.15,1,0,0,1,0
543,10,86.05,834.1,1,0,1,0,0
664,57,19.5,1167.6,0,1,0,1,0
6817,72,25.85,1872.2,0,1,0,1,0
1607,13,89.05,1169.35,1,0,1,0,0
3162,19,69.6,1394.55,0,0,1,0,0
209,64,102.45,6654.1,1,0,0,0,0
4435,17,80.5,1336.9,1,0,1,0,0
6091,2,86.85,156.35,1,0,1,0,0
5460,34,20.05,679.0,0,1,0,1,0
2360,62,20.05,1263.9,0,1,0,1,0
3890,72,109.25,8109.8,1,0,0,0,1
1219,62,70.45,4300.45,0,0,1,0,0
2138,54,69.95,3871.85,0,0,0,1,0
3175,17,81.5,1329.2,1,0,1,0,0
946,4,20.5,77.6,0,1,1,0,0
2167,13,95.25,1233.65,1,0,1,0,1
223,4,50.05,179.35,0,0,1,0,0
3373,2,75.45,158.4,1,0,1,0,0
1851,2,35.1,68.75,0,0,1,0,1
2473,6,19.85,119.3,0,1,1,0,0
1511,67,19.25,1372.9,0,1,0,1,0
2783,43,94.1,4107.3,1,0,1,0,1
6943,1,30.5,30.5,0,0,1,0,0
1837,1,20.05,20.05,0,1,1,0,0
279,5,50.55,244.75,0,0,1,0,0
3958,16,73.85,1284.2,1,0,1,0,0
3962,7,84.55,646.85,1,0,1,0,1
1537,72,78.95,5730.15,0,0,0,1,1
5021,23,81.85,1810.85,1,0,0,0,0
1195,20,60.0,1259.35,0,0,1,0,1
425,55,51.65,2838.55,0,0,1,0,0
5699,15,85.3,1219.85,1,0,1,0,1
5760,16,91.55,1540.05,1,0,1,0,1
4363,56,85.6,4902.8,1,0,1,0,0
3214,51,79.6,3974.7,1,0,0,0,0
5223,61,25.45,1538.6,0,1,0,1,0
7036,12,60.65,743.3,0,0,0,0,1
3469,15,91.5,1400.3,1,0,1,0,1
892,32,81.1,2619.25,1,0,1,0,0
6172,10,70.1,659.65,1,0,1,0,1
146,3,19.6,61.35,0,1,0,0,0
5586,27,19.15,501.35,0,1,0,0,0
1208,1,80.25,80.25,1,0,1,0,1
4016,1,45.35,45.35,0,0,1,0,0
2730,49,106.65,5168.1,1,0,0,0,0
2263,6,98.15,567.45,1,0,1,0,0
2315,35,73.45,2661.1,0,0,0,0,0
5334,49,107.95,5293.2,1,0,0,1,0
4366,24,79.85,1857.75,1,0,1,0,1
6945,70,98.3,6859.5,1,0,0,1,0
5216,48,34.7,1604.5,0,0,0,0,0
3335,12,25.0,316.2,0,1,1,0,1
3684,43,75.35,3161.4,1,0,1,0,0
2795,9,74.55,622.9,1,0,1,0,1
4260,42,73.15,3088.25,0,0,0,0,1
5792,15,96.3,1426.75,1,0,1,0,0
6025,41,45.2,1841.9,0,0,1,0,0
3929,50,44.8,2230.85,0,0,0,0,0
6098,21,75.9,1549.75,0,0,0,0,0
4404,24,89.55,2187.15,1,0,1,0,1
5701,15,76.5,1155.6,0,0,1,0,0
1229,61,75.35,4729.3,0,0,0,1,0
3348,71,105.9,7521.95,1,0,0,0,1
1127,23,66.25,1533.8,0,0,0,0,0
2140,33,86.15,2745.7,1,0,1,0,0
6830,35,20.2,684.4,0,1,0,1,0
5369,34,20.35,673.2,0,1,1,0,0
376,1,25.35,25.35,0,0,1,0,0
490,63,104.8,6597.25,1,0,0,1,0
2960,22,100.75,2095.0,1,0,1,0,1
3365,19,19.65,358.15,0,1,0,1,0
5035,20,78.8,1641.3,1,0,1,0,1
4257,49,99.4,5025.0,1,0,1,0,1
3307,48,79.65,3870.3,0,0,0,1,1
6878,6,89.5,573.3,1,0,1,0,1
2747,7,19.4,168.65,0,1,1,0,0
6247,60,89.55,5231.2,1,0,0,1,1
1223,2,75.9,143.35,1,0,1,0,1
2717,72,92.65,6733.0,0,0,0,1,0
1295,70,80.6,5460.2,0,0,0,1,0
2813,68,24.55,1657.4,0,1,0,1,0
6555,18,19.65,411.25,0,1,0,0,0
1679,7,45.75,344.2,0,0,1,0,0
289,10,44.85,435.4,0,0,1,0,0
5179,3,69.35,191.35,0,0,1,0,1
1287,30,107.5,3242.5,1,0,1,0,1
4888,44,106.05,4510.8,1,0,0,0,1
1840,65,108.65,6937.95,1,0,0,1,0
4661,70,89.0,6293.2,0,0,0,1,0
1123,25,61.6,1611.0,0,0,0,0,0
1479,44,49.05,2265.0,0,0,0,0,1
6909,1,53.55,53.55,0,0,1,0,0
6497,52,103.05,5364.8,1,0,1,0,1
707,27,104.65,2964.0,1,0,0,0,0
5004,64,111.15,6953.4,1,0,1,0,1
4774,53,91.15,4862.5,1,0,0,0,1
2758,5,20.25,109.8,0,1,1,0,0
189,40,56.6,2379.1,0,0,1,0,0
5311,6,19.5,146.3,0,1,1,0,0
1015,12,53.65,696.35,0,0,0,0,0
5022,71,109.3,7782.85,1,0,0,1,0
2612,14,80.45,1137.05,0,0,1,0,0
5489,11,25.2,321.05,0,0,1,0,1
3302,31,103.45,3066.45,1,0,0,0,1
6066,2,94.95,178.1,1,0,1,0,1
5712,23,20.3,470.6,0,1,1,0,0
1980,10,95.25,1021.55,1,0,1,0,1
4855,64,104.05,6605.55,1,0,0,1,0
2609,61,105.55,6281.45,1,0,1,0,1
4248,56,90.55,5116.6,1,0,1,0,1
2639,22,54.45,1127.35,0,0,1,0,1
4912,36,90.85,3186.7,1,0,1,0,1
2703,1,50.1,50.1,0,0,1,0,0
2647,2,20.0,40.9,0,1,1,0,0
4233,33,59.55,2016.3,0,0,0,1,0
5380,2,80.25,144.55,1,0,1,0,1
2559,72,115.55,8425.3,1,0,0,1,1
2659,61,86.45,5175.3,0,0,0,1,0
5196,66,108.1,7238.6,1,0,0,0,0
6176,43,77.85,3365.85,1,0,1,0,1
1456,16,100.0,1534.75,1,0,1,0,1
6370,45,89.3,4016.85,1,0,1,0,0
744,5,44.05,202.15,0,0,1,0,0
4119,35,19.15,638.0,0,1,0,0,0
3852,1,19.65,19.65,0,1,1,0,0
4587,26,85.9,2196.45,1,0,1,0,0
6710,48,69.7,3023.65,0,0,0,0,0
1936,51,60.5,3145.15,0,0,0,0,0
5250,12,94.55,1173.55,1,0,1,0,1
2874,64,19.45,1225.65,0,1,0,1,0
2563,25,105.95,2655.25,1,0,1,0,0
989,34,19.6,678.8,0,1,0,0,0
3393,62,107.6,6912.7,1,0,0,1,0
528,35,19.6,686.95,0,1,0,1,0
5691,4,19.95,68.2,0,1,0,0,0
3671,1,75.1,75.1,1,0,1,0,1
3045,48,65.65,3094.65,0,0,0,0,1
5077,7,19.85,144.15,0,1,0,1,0
6538,2,79.85,152.45,1,0,1,0,1
5290,71,59.7,4122.65,0,0,0,1,0
2159,15,25.05,369.1,0,1,0,1,0
5084,22,20.75,452.35,0,1,0,0,0
1225,16,49.95,810.2,0,0,1,0,1
3480,70,19.85,1433.8,0,1,0,1,0
1111,4,94.4,387.2,1,0,1,0,0
3075,71,105.7,7472.15,1,0,0,0,0
1898,5,78.95,378.4,1,0,1,0,1
3739,24,24.6,592.65,0,1,0,0,1
4689,2,19.9,57.4,0,1,1,0,1
2575,35,19.25,617.65,0,1,1,0,0
2123,31,80.45,2429.1,1,0,1,0,1
5252,71,107.5,7713.55,1,0,1,0,1
906,4,56.4,234.85,0,0,1,0,1
1648,60,80.95,4859.1,1,0,1,0,1
51,15,99.1,1426.4,1,0,1,0,0
4602,67,26.1,1759.55,0,1,0,1,0
1676,4,80.15,319.85,1,0,1,0,1
3713,46,80.4,3605.2,1,0,1,0,1
5905,1,85.0,85.0,1,0,1,0,1
412,29,74.95,2149.05,1,0,1,0,1
3145,4,76.65,333.6,1,0,1,0,0
5737,18,83.25,1611.15,0,0,1,0,1
502,70,65.2,4543.15,0,0,0,0,0
4687,22,94.7,1914.9,1,0,1,0,0
2735,52,72.95,3829.75,1,0,1,0,0
5210,53,60.45,3184.25,0,0,0,0,1
3303,4,77.95,305.55,1,0,1,0,0
5742,72,114.5,8331.95,1,0,0,1,0
3566,53,84.6,4449.75,0,0,0,0,1
2676,29,20.35,617.35,0,1,0,0,0
3037,32,20.35,707.5,0,1,0,0,0
3052,37,55.05,2030.75,0,0,1,0,0
3260,31,78.45,2435.15,1,0,1,0,1
5852,21,69.1,1474.75,1,0,1,0,1
215,57,58.75,3437.45,0,0,1,0,0
5284,5,45.7,198.0,0,0,1,0,1
6458,6,49.15,295.65,0,0,1,0,1
912,72,106.1,7848.5,1,0,0,0,0
5233,8,101.15,842.9,1,0,1,0,1
2009,70,79.25,5731.85,0,0,0,1,0
3391,4,19.0,73.45,0,1,1,0,0
355,10,80.25,846.0,1,0,1,0,0
2975,3,60.65,196.9,0,0,1,0,0
2066,64,24.8,1514.85,0,1,0,1,0
4212,1,90.6,90.6,1,0,1,0,1
6199,43,89.55,3856.75,1,0,1,0,0
6409,43,19.2,776.25,0,1,0,0,0
618,57,87.55,4884.85,1,0,1,0,0
992,22,25.25,555.4,0,1,0,1,0
38,34,106.35,3549.25,1,0,1,0,1
2904,25,70.95,1767.35,1,0,1,0,0
203,13,78.3,1033.95,1,0,1,0,0
4861,48,58.95,2789.7,0,0,0,0,0
5331,44,54.05,2375.2,0,0,0,1,0
3593,8,70.1,551.35,1,0,1,0,0
3071,47,90.5,4318.35,0,0,0,1,0
5428,9,89.45,853.1,1,0,1,0,1
6449,1,19.55,19.55,0,1,1,0,0
3350,1,44.15,44.15,0,0,1,0,0
2974,28,94.5,2659.4,1,0,1,0,0
1799,10,98.7,973.25,1,0,1,0,1
198,72,112.25,8041.65,1,0,0,1,0
5488,45,98.7,4525.8,1,0,0,0,0
3534,46,105.2,4822.85,1,0,0,0,0
4306,40,110.1,4469.1,1,0,1,0,0
2866,12,84.6,1017.35,1,0,1,0,1
2157,51,106.8,5498.8,1,0,0,0,0
4588,33,95.0,3008.15,1,0,1,0,0
2041,7,19.45,165.35,0,1,0,1,0
1850,47,67.45,3252.0,0,0,1,0,0
3261,68,85.0,5607.75,0,0,0,1,0
2333,57,65.2,3687.85,0,0,1,0,0
4593,11,20.3,246.3,0,1,1,0,0
6008,15,19.5,239.75,0,1,0,0,0
1180,39,49.8,1971.15,0,0,0,1,0
5094,65,89.85,5844.65,1,0,0,0,1
1151,1,18.85,18.85,0,1,1,0,1
5156,17,56.1,946.95,0,0,0,0,0
6460,44,100.55,4398.15,1,0,1,0,1
4671,25,100.25,2387.75,1,0,1,0,1
5822,35,70.55,2419.0,1,0,1,0,1
1359,9,94.75,889.9,1,0,1,0,1
6825,27,81.3,2272.8,1,0,1,0,1
3792,26,91.25,2351.8,1,0,1,0,1
3930,67,109.4,7281.6,1,0,0,0,1
4252,19,56.1,1033.9,0,0,1,0,0
4014,52,108.1,5839.3,1,0,1,0,0
6730,15,19.65,332.65,0,1,0,0,0
5398,2,19.75,39.3,0,1,1,0,0
1520,3,19.6,55.25,0,1,1,0,0
1262,12,51.25,612.1,0,0,1,0,1
5797,19,88.8,1672.35,1,0,1,0,0
4821,56,54.05,2959.8,0,0,0,0,0
1266,4,80.25,303.7,1,0,1,0,1
4597,6,99.95,547.65,1,0,1,0,0
2074,43,108.15,4600.7,1,0,1,0,0
3963,68,19.6,1441.65,0,1,0,1,0
322,1,44.8,44.8,0,0,1,0,1
4874,38,83.9,3233.6,1,0,1,0,0
5209,72,109.95,7852.4,1,0,0,1,0
4633,72,24.05,1709.15,0,1,0,1,0
3513,11,20.95,267.35,0,1,1,0,0
6561,9,73.8,704.3,1,0,1,0,1
2383,21,26.05,565.75,0,0,1,0,1
5026,23,20.0,445.3,0,1,0,0,0
6900,51,94.0,4905.75,1,0,0,0,0
6663,1,54.65,54.65,0,0,1,0,1
5861,35,19.25,677.9,0,1,0,1,0
577,9,70.5,597.9,1,0,1,0,1
6506,13,84.6,1115.2,1,0,1,0,1
4163,65,67.05,4309.55,0,0,0,0,0
4592,39,24.2,914.6,0,1,0,0,0
6300,67,24.9,1680.25,0,1,0,1,0
1119,70,59.5,4144.8,0,0,0,1,0
2512,23,68.75,1689.45,0,0,0,0,0
53,8,80.65,633.3,1,0,1,0,0
222,1,20.2,20.2,0,1,0,0,1
1622,46,70.6,3231.05,0,0,0,0,0
1955,49,95.4,4613.95,1,0,1,0,0
4240,8,94.0,773.65,1,0,1,0,1
1458,1,20.55,20.55,0,1,1,0,1
5499,15,79.4,1156.1,1,0,1,0,1
5908,1,20.2,20.2,0,1,1,0,0
3797,43,80.2,3581.6,0,0,0,0,1
6953,13,82.0,1127.2,1,0,1,0,1
2413,7,49.65,305.55,0,0,0,1,0
6824,66,80.45,5224.35,1,0,1,0,0
4367,36,54.1,1992.85,0,0,0,0,0
5343,52,66.25,3330.1,0,0,0,1,0
3246,3,55.15,159.15,0,0,1,0,0
1334,1,25.2,25.2,0,0,1,0,1
2777,10,20.0,185.4,0,1,1,0,1
920,60,24.15,1505.9,0,1,0,0,0
277,21,64.95,1339.8,0,0,1,0,0
5612,45,62.55,2796.45,0,0,0,0,0
1045,43,99.3,4209.95,1,0,1,0,0
6644,61,96.5,5673.7,1,0,0,0,0
4865,7,48.8,349.8,0,0,1,0,1
2726,27,20.6,581.85,0,1,0,1,0
2149,46,101.1,4674.4,1,0,0,0,1
1594,62,26.0,1638.7,0,1,0,1,0
4532,15,79.75,1111.85,1,0,1,0,1
6260,13,35.4,450.4,0,0,0,1,0
6344,38,74.95,2869.85,1,0,1,0,0
6960,42,95.55,3930.6,1,0,1,0,1
302,4,90.4,356.65,1,0,1,0,1
1149,13,96.65,1162.85,1,0,1,0,0
5892,10,51.65,524.5,0,0,1,0,0
4329,17,94.4,1607.2,1,0,1,0,1
3110,1,19.1,19.1,0,1,1,0,0
6428,6,69.25,418.4,1,0,1,0,0
5139,50,24.95,1261.45,0,1,0,1,0
4866,16,63.05,1067.05,0,0,1,0,0
6879,21,86.05,1818.9,1,0,1,0,1
6410,63,83.0,5243.05,0,0,0,0,0
6737,63,109.25,6841.4,1,0,0,1,0
1153,52,64.3,3410.6,0,0,0,0,0
1424,48,19.95,936.7,0,1,0,0,0
2826,13,43.8,592.65,0,0,0,0,1
3336,55,20.3,1079.05,0,1,0,1,0
5677,40,80.8,3132.75,1,0,0,0,1
5003,11,74.35,834.2,1,0,1,0,1
1815,72,20.5,1502.25,0,1,0,1,0
2686,19,79.85,1471.75,1,0,1,0,1
4,2,70.7,151.65,1,0,1,0,1
938,65,108.05,7118.9,1,0,0,0,0
274,1,70.6,70.6,1,0,1,0,0
3394,26,61.55,1581.95,0,0,0,0,1
2393,33,103.7,3467.0,1,0,0,0,0
3474,65,85.75,5688.45,1,0,1,0,1
5598,55,19.15,998.1,0,1,0,0,0
1780,18,20.15,390.85,0,1,0,0,0
1968,53,100.3,5200.8,1,0,0,0,0
1619,69,81.5,5553.25,0,0,0,1,0
1584,65,53.5,3517.9,0,0,0,1,0
2214,14,86.3,1180.95,1,0,1,0,1
423,44,25.7,1110.5,0,1,0,0,0
3578,40,65.1,2586.0,0,0,1,0,0
5044,22,104.6,2180.55,1,0,1,0,1
4936,45,97.05,4385.05,1,0,1,0,1
6231,1,76.4,76.4,1,0,1,0,0
4889,47,113.45,5317.8,1,0,0,0,0
6211,5,85.75,470.95,1,0,1,0,1
1349,51,49.65,2553.35,0,0,1,0,1
5625,22,20.55,469.85,0,1,1,0,1
4158,39,25.2,987.95,0,1,0,1,0
3540,72,108.65,7726.35,1,0,0,1,0
2318,71,100.5,7030.65,1,0,0,1,0
5787,36,87.55,3078.1,1,0,1,0,1
2956,51,99.0,5038.15,1,0,1,0,1
1578,7,59.5,415.95,0,0,1,0,0
5567,49,103.0,5166.2,1,0,0,0,0
6843,9,91.75,865.8,1,0,1,0,0
1367,61,82.15,4904.85,1,0,1,0,1
2509,72,25.25,1841.2,0,1,0,1,0
3094,39,58.6,2224.5,0,0,0,0,0
2661,66,47.4,3177.25,0,0,0,1,0
4032,68,84.65,5683.6,1,0,1,0,1
4436,19,60.6,1297.8,0,0,1,0,1
924,22,81.7,1820.9,1,0,1,0,1
3181,64,81.3,5129.3,0,0,0,1,0
1352,72,60.95,4549.05,0,0,0,1,0
5435,46,90.95,4236.6,1,0,0,0,0
2308,71,104.65,7288.4,1,0,0,0,0
3099,17,20.15,353.65,0,1,0,0,0
3893,7,51.3,419.35,0,0,1,0,0
6337,55,100.9,5448.6,1,0,0,0,0
2119,46,20.2,845.6,0,1,0,0,0
2801,62,106.05,6703.5,1,0,0,0,0
1053,5,39.5,210.75,0,0,1,0,1
3375,71,19.9,1389.35,0,1,0,1,0
4203,7,20.05,96.8,0,1,0,0,0
4519,57,109.4,6252.7,1,0,0,0,0
55,18,95.45,1752.55,1,0,1,0,1
6835,67,88.4,5798.3,1,0,0,0,0
3289,41,88.5,3645.05,1,0,1,0,0
3849,58,109.45,6144.55,1,0,0,1,0
2919,49,49.65,2409.9,0,0,0,1,0
6302,5,75.55,413.65,1,0,1,0,1
2773,24,29.1,688.0,0,0,1,0,1
6459,51,29.45,1459.35,0,0,1,0,0
2970,5,70.25,331.9,1,0,1,0,0
3417,8,56.3,401.5,0,0,1,0,0
1538,8,100.85,819.55,1,0,1,0,1
